inm series,abbreviation,lum file SMILES,inm corrected SMILES,lum file,population,,
769,OPO3H2,*OP(=O)(O)O,*OP(=O)(O)O,667,1,,
770,OPO3H-,*OP(=O)([O-])O,*OP(=O)([O-])O,673,1,,
771,(HO)2,*OO,,721,1,,
772,ONH2,*ON,*ON,457,1,,
773,OMEM,*OCOCCOC,*OCOCCOC,738,1,,
774,OCH2OC2H5,*OCOCC,*OCOCC,531,1,,
775,OHOC,*OCO,,450,1,,
776,OCH2CH2OPOCH2CH2N+(CH3)3,*OCCOP([*-])OCC[N+](C)(C)C,*OCCOP([*-])OCC[N+](C)(C)C,712,1,,
777,(OCH2CH2)2OCO,*OCCOCCOC(*)=O,*OCCOCCOC(*)=O,608,1,,
778,OCH2CH2OCH3,*OCCOC,*OCCOC,560,1,,
779,OCH2CH2OH,*OCCO,*OCCO,414,1,,
780,OCH2CH2F,*OCCF,*OCCF,779,1,,
781,O(CH2)3O,*OCCCO*,*OCCCO*,453,1,,
782,SO2CH2CH2CH2SO2NHCH2CH2CH2O,*OCCCNS(=O)(=O)CCCS(*)(=O)=O,*OCCCNS(=O)(=O)CCCS(*)(=O)=O,404,1,,
783,O(CH2)4O,*OCCCCO*,*OCCCCO*,651,1,,
784,O(CH2)6O2CCH,*OCCCCCCOOCC,*OCCCCCCOOCC,460,1,,
785,O(CH2)6O,*OCCCCCCO*,*OCCCCCCO*,710,1,,
786,O(CH2)10SH,*OCCCCCCCCCCS,*OCCCCCCCCCCS,690,1,,
787,O(CH2)15CH3,*CC,*OCCCCCCCCCCCCCCCC,701,1,,
788,O(CH2)11CH3,*OCCCCCCCCCCCC,*OCCCCCCCCCCCC,592,1,,
789,OC9H19,*OCCCCCCCCC,*OCCCCCCCCC,685,1,,
790,OC8H17,*OCCCCCCCC,*OCCCCCCCC,682,1,,
791,OCH2CH2CH2CH2CH2CH3,*OCCCCCC,*OCCCCCC,731,1,,
792,OCH2CH2CH2CH3,*OCCCC,*OCCCC,629,1,,
793,On-Pr,*OCCC,*OCCC,632,1,,
794,OCH2CHOHCH2OH,*OCC(O)CO,*OCC(O)CO,565,1,,
795,OCH2CHOHCH2NH,*OCC(O)CN,*OCC(O)CN,500,1,,
796,OCH2CHOHCH2NH2,*OCC(O)CN,*OCC(O)CN,526,1,,
797,F3CH2CO,*OC(=C)(F)(F)F,*OCC(F)(F)F,551,1,,
798,OCH2CH(C2H5)(CH2)3CH3,*OCC(CC)CCCC,*OCC(CC)CCCC,775,1,,
799,OCH2CHCH2CCH3,*OCC(*)CC(*)(*)C,*OCC(*)CC(*)(*)C,524,1,,
800,OCH2CN,*OCC#N,*OCC#N,546,1,,
801,THPO,*OC1CCCCO1,*OC1CCCCO1,583,1,,
802,HF2CO,*OC(F)F,*OC(F)F,718,1,,
803,OCHFCH2F,*OC(F)CF,*OC(F)CF,716,1,,
804,OCF2CF3,*OC(F)(F)C(F)(F)F,*OC(F)(F)C(F)(F)F,437,1,,
805,OCCl3,*OC(Cl)(Cl)Cl,*OC(Cl)(Cl)Cl,554,1,,
806,Ph3CO,*OC(c1ccccc1)(c1ccccc1)c1ccccc1,*OC(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,497,1,,
807,OCOO(CH2)4O2CCH,*OC(=O)OCCCCOOCC,*OC(=O)OCCCCOOCC,584,1,,
808,OCOOMe,*OC(=O)OC,*OC(=O)OC,599,1,,
809,OCOMe,*OC(=O)C,*OC(=O)C,467,1,,
810,(H3C)3SiO,*C[Si](=O)CC,*O[Si](C)(C)C,582,1,,
811,(CH3)3SiO,**[Si](=O)CC,*O[Si](C)(C)C,757,1,,
812,OTIPS,*O[Si](C(C)C)(C(C)C)C(C)C,*O[Si](C(C)C)(C(C)C)C(C)C,458,1,,
813,OSi,*O*(*)(*)*,,675,1,,
814,O(H),*O*,,545,1,,
815,(OPh)2,*O(OC1=CC=CC=C1)C1=CC=CC=C1,*O(OC1=CC=CC=C1)C1=CC=CC=C1,438,1,,
816,(EtO)2Si,*O(CC)[SiH2]O(*)CC,*O(CC)[SiH2]O(*)CC,677,1,,
817,(OH),*O,*O,615,1,,
818,NHSO2NH,*NS(=O)(=O)N*,*NS(=O)(=O)N*,633,1,,
819,NHSO2NH2,*NS(N)(=O)=O,*NS(=O)(=O)N,674,1,,
820,SO2CH2CH2CH2SO2NH,*NS(=O)(=O)CCCS(*)(=O)=O,*NS(=O)(=O)CCCS(*)(=O)=O,424,1,,
821,NHSO2Bu,*NS(=O)(=O)CCCC,*NS(=O)(=O)CCCC,416,1,,
822,NHSO2BU,*NS(=O)(=O)CCCC,*NS(=O)(=O)CCCC,502,1,,
823,NHSO2Ph,*NS(=O)(=O)C1=CC=CC=C1,*NS(=O)(=O)C1=CC=CC=C1,699,1,,
824,(H4NO)2,*NOON,*NOON,519,1,,
825,NOH,*NO,*NO,465,1,,
826,HONH,*ON,*NO,504,1,,
827,NHNHCOCF3,*NNC(=O)C(F)(F)F,*NNC(=O)C(F)(F)F,499,1,,
828,NH+3,*NN[NH3+],,428,1,,
829,NHN,*NN,*NN,614,1,,
830,NHH2N,*NN,*NN,751,1,,
831,NHCO,*NCO*,*NCO*,411,1,,
832,NH(CH2)2N,*NCCN(*)*,*NCCN(*)*,658,1,,
833,NHC10H21,*NCCCCCCCCCC,*NCCCCCCCCCC,595,1,,
834,BuNH,*NCCCC,*NCCCC,480,1,,
835,NHBu,*NCCCC,*NCCCC,513,1,,
836,PrNH,*CCCN,*NCCC,508,1,,
837,NHPr,*NCCC,*NCCC,512,1,,
838,BnNH,*NCC1=CC=CC=C1,*NCC1=CC=CC=C1,483,1,,
839,FmocHN,*NC(*)=O,*NCC(=O)OCC1C3C(C2C1C=CC=C2)C=CC=C3,415,1,,
840,NFmoc,*OC(*)=O,*N(*)CC(=O)OCC1C3C(C2C1C=CC=C2)C=CC=C3,720,1,,
841,Et(H)N,*NCC,*NCC,528,1,,
842,N(H)Et,*NCC,*NCC,529,1,,
843,NHCHO,*NC=O,*NC=O,617,1,,
844,CH3CONH,*NC(C)=O,*NC(C)=O,425,1,,
845,CbzNH,*NC(=O)OCC1=CC=CC=C1,*NC(=O)OCC1=CC=CC=C1,475,1,,
846,NHCOOEt,*NC(=O)OCC,*NC(=O)OCC,418,1,,
847,EtO2CHN,*NC(=O)OCC,*NC(=O)OCC,520,1,,
848,HNBoc,*NC(=O)OC(C)(C)C,*NC(=O)OC(C)(C)C,585,1,,
849,NH-Boc,*NC(=O)OC(C)(C)C,*NC(=O)OC(C)(C)C,621,1,,
850,NHCOCF3,*NC(=O)C(F)(F)F,*NC(=O)C(F)(F)F,576,1,,
851,NHCOCH,*NC(=O)*(*)*,*NC(=O)*(*)*,523,1,,
852,Me(H)N,*NC,*NC,517,1,,
853,N(H)Me,*NC,*NC,542,1,,
854,NHB,*NB,*NB,569,1,,
855,NN2,*N=NN,*N=NN,448,1,,
856,NB,*N=B,*N=B,432,1,,
857,Met,*N[C@H](C=O)CCSC,,782,1,,
858,His,*N[C@@H](CC1=CN=CN1)*(*)=O,,646,1,,
859,N(SO2CH3)2,*N(S(C)(=O)=O)S(C)(=O)=O,*N(S(=O)(=O)C)S(=O)(=O)C,543,1,,
860,N(OH)CH3,*N(O)C,*N(O)C,547,1,,
861,(CH3CH2CH2CH2)2N,*N(CCCC)CCCC,*N(CCCC)CCCC,446,1,,
862,N(CH2CH2CH2CH3)2,*N(CCCC)CCCC,*N(CCCC)CCCC,464,1,,
863,(H7C3)2N,*N(CCC)CCC,*N(CCC)CCC,532,1,,
864,N(CH2CH2CH3)2,*N(CCC)CCC,*N(CCC)CCC,533,1,,
865,Bn2N,*N(CC1=CC=CC=C1)CC1=CC=CC=C1,*N(CC1=CC=CC=C1)CC1=CC=CC=C1,410,1,,
866,NBn2,*N(CC1=CC=CC=C1)CC1=CC=CC=C1,*N(CC1=CC=CC=C1)CC1=CC=CC=C1,756,1,,
867,N(PMB)2,*C*=C*=*OC,*N(CC1=CC=C(OC)C=C1)CC2=CC=C(OC)C=C2,607,1,,
868,N(Me)SO2Me,*N(C)S(C)(=O)=O,*N(C)S(=O)(=O)C,590,1,,
869,(H3C)2N,*N(C)C,*N(C)C,544,1,,
870,NSO2NH2,*N(*)S(N)(=O)=O,*N(*)S(=O)(=O)N,439,1,,
871,NTs,*N(*)S(=O)(=O)C1=CC=C(C)C=C1,*N(*)S(=O)(=O)C1=CC=C(C)C=C1,714,1,,
872,NBs,*N(*)S(=O)(=O)C1=CC=C(Br)C=C1,*N(*)S(=O)(=O)C1=CC=C(Br)C=C1,444,1,,
873,NBu,*N(*)CCCC,*N(*)CCCC,579,1,,
874,NPh,*N(*)C1=CC=CC=C1,*N(*)C1=CC=CC=C1,452,1,,
875,F3CN,*NC(F)(F)F,*N(*)C(F)(F)F,548,1,,
876,NBz,*N(*)C(=O)C1=CC=CC=C1,*N(*)C(=O)C1=CC=CC=C1,639,1,,
877,(HN),*N,*N,729,1,,
878,PH3C,*CP,*CP,412,1,,
879,CH3CH2CH2CH2OPOCH2,*COP(*)OCCCC,*COP(*)OCCCC,630,1,,
880,CH2OOH,*COO,*COO,783,1,,
881,CHCH2NH(CH2)6O(CH2)2OCH2,*COCCOCCCCCCNCC(*)*,*COCCOCCCCCCNCC(*)*,746,1,,
882,CHCO2(CH2)6O,*COCCCOCCCOC,*COCCCOCCCOC,461,1,,
883,CH2OCOCH3,*COC(C)=O,*COC(C)=O,774,1,,
884,H3COCOH2C,*COC#CO,*COC#CO,735,1,,
885,COH,*CO,*CO,680,1,,
886,HOCH2,*OC,*CO,745,1,,
887,CNHSO2CH3,*CNS(C)(=O)=O,*CNS(=O)(=O)C,606,1,,
888,H2NCH2,*CN,*CN,488,1,,
889,ClHg,*Cl[Hg],*Cl[Hg],758,1,,
890,CF,*CF,*CF,549,1,,
891,FH2C,*FC,*CF,724,1,,
892,CHCO2(CH2)4OOCO,*CCOOCCCCOOC=O,*CCOOCCCCOOC=O,586,1,,
893,(C2H4O)13,*CCOCCOCCO*,*CCOCCOCCO*,612,1,,
894,OCH2C,*CCO*,*CCO*,733,1,,
895,(CH2)2NH,*CNC*,*CCN*,778,1,,
896,CH2Cl,*CCl,*CCl,400,1,,
897,CH2CH2CH2SCH3,*CCCSC,*CCCSC,405,1,,
898,(CH2)3SO(CH2)3CF2CF3,*CCCS(=O)CCCC(F)(F)C(F)(F)F,*CCCS(=O)CCCC(F)(F)C(F)(F)F,597,1,,
899,C3H6SO3K,*CCCS(=O)(=O)O[K],*CCCS(=O)(=O)O[K],698,1,,
900,CH2CH2CH2OCH2CH,*CCCOCC1**1,*CCCOCC1**1,436,1,,
901,C3H6O,*CCCO*,*CCCO*,570,1,,
902,(C3H6O),*CCCO*,*CCCO*,613,1,,
903,H2NCH2CH2CH2,*NCCC,*CCCN,663,1,,
904,CH2CH2CH2NH2,*CCCN,*CCCN,686,1,,
905,CH2CH2Cl,*CCCl,*CCCl,407,1,,
906,CH3(CH2)7S(CH2)3S,*CCCCSCS(=C)CCCCC,*CCCCSCS(=C)CCCCC,700,1,,
907,COO(CH2)4,*CCCCOC(*)=O,*CCCCOC(*)=O,676,1,,
908,(CH2)4O,*CCCCO*,*CCCCO*,535,1,,
909,ClCH2CH2CH2,*CCCCl,*CCCCl,421,1,,
910,CH2CH2CH2Cl,*CCCCl,*CCCCl,422,1,,
911,O(CH2)6,*CCCCCCO*,*CCCCCCO*,709,1,,
912,NH(CH2)6,*CCCCCCN*,*CCCCCCN*,696,1,,
913,HSCH2(CH2)8CH2,*SCCCCCCCCCC,*CCCCCCCCCCS,681,1,,
914,CH3(CH2)19,*CCCCC*,*CCCCCCCCCCCCCCCCCCCC,727,1,,
915,(CH2)16CH3,*CC,*CCCCCCCCCCCCCCCCC,684,1,,
916,CH3(CH2)15,*C*,*CCCCCCCCCCCCCCCC,678,1,,
917,(CH2)11Me,*CCCCCCCCCCCC,*CCCCCCCCCCCC,537,1,,
918,CH2(CH2)9CH3,*CCCCCCCCCCC,*CCCCCCCCCCC,772,1,,
919,CH2(CH2)7CH3,*CCCCCCCCC,*CCCCCCCCC,571,1,,
920,(CH2)7CH3,*CCCCCCCC,*CCCCCCCC,732,1,,
921,CH3(CH2)4CH2,*CCCCCC,*CCCCCC,619,1,,
922,CH2CH2CH2CH2CH2CH3,*CCCCCC,*CCCCCC,691,1,,
923,(CH2)5CH3,*CCCCCC,*CCCCCC,717,1,,
924,(CH2)5Br,*CCCCCBr,*CCCCCBr,493,1,,
925,CH2CH2CH2C,*CCCC*,*CCCC*,568,1,,
926,CH2CH2CH2COOH,*CCCC(=O)O,*CCCC(=O)O,598,1,,
927,(CH2)3CO2H,*CCCC(=O)O,*CCCC(=O)O,771,1,,
928,HCH2CH2CH2C,*CCCC(*)*,*CCCC(*)*,417,1,,
929,CHCH2CH2CH2,*CCCC(*)*,*CCCC(*)*,538,1,,
930,(CH2)3CN,*CCCC#N,*CCCC#N,670,1,,
931,H3C(H2C)3,*CCCC,*CCCC,625,1,,
932,CH2CH2CHCH2CH3,*CCC(*)CC,*CCC(*)CC,409,1,,
933,CH3CH2CH2,*CCC,*CCC,557,1,,
934,CH2CH2CH,*CCC,*CCC,705,1,,
935,CF3CH2,*CC(F)(F)F,*CC(F)(F)F,558,1,,
936,CH2(CF2)4CH2,*CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C*,*CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C*,744,1,,
937,CH2CH(C2H5)(CH2)3CH3,*CC(CC)CCCC,*CC(CC)CCCC,776,1,,
938,(CH3)2CHCH2OOC,*CC(C)COC=O,*CC(C)COC=O,641,1,,
939,CH2CHMe2,*CC(C)C,*CC(C)C,454,1,,
940,CH2CO2CH3,*CC(=O)OC,*CC(=O)OC,650,1,,
941,CH2CO2H,*CC(=O)O,*CC(=O)O,652,1,,
942,(CH2CHO),*CC(*)O*,*CC(*)O*,769,1,,
943,CH2CHCH3,*CC(*)C,*CC(*)C,575,1,,
944,COCH2,*CC(*)=O,*CC(*)=O,426,1,,
945,CH2C,*CC(*)(*)*,*CC(*)(*)*,427,1,,
946,CH2Br,*CBr,*CBr,687,1,,
947,CONH(CH2)6NHCOCH(CH2)3N-t-BOC,*C[N-](*)C(=O)OC(C)(C)C,*C[N-](*)C(=O)OC(C)(C)C,408,1,,
948,CDH2,*C[2H],*C[2H],777,1,,
949,CF2Cl,*C(F)(F)Cl,*C(F)(F)Cl,748,1,,
950,CF2CF2H,*C(F)(F)C(F)F,*C(F)(F)C(F)F,563,1,,
951,(CF2)4H,*C(F)(F)C(F)(F)C(F)(F)C(F)F,*C(F)(F)C(F)(F)C(F)(F)C(F)F,401,1,,
952,CF2CF2CF2CF2H,*C(F)(F)C(F)(F)C(F)(F)C(F)F,*C(F)(F)C(F)(F)C(F)(F)C(F)F,669,1,,
953,H3CF2C,*CC(F)F,*C(F)(F)C,627,1,,
954,SO2(CH2)3SO2NHCH2CHCH2OH,*C(CO)CNS(=O)(=O)CCCS(*)(=O)=O,*C(CO)CNS(=O)(=O)CCCS(*)(=O)=O,564,1,,
955,CCl3,*C(Cl)(Cl)Cl,*C(Cl)(Cl)Cl,440,1,,
956,Ph3C,*C(c1ccccc1)(c1ccccc1)c1ccccc1,*C(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,496,1,,
957,CHCHCH2CH2,*C(C)CC,*C(C)CC,534,1,,
958,CBr3,*C(Br)(Br)Br,*C(Br)(Br)Br,476,1,,
959,COSH,*C(=O)S,*C(=O)S,466,1,,
960,CO3,*C(=O)OO,*C(=O)OO,726,1,,
961,CO2CysPr,*C(=O)ON[C@@H](CS)C(=O)CCC,*C(=O)ON[C@@H](CS)C(=O)CCC,419,1,,
962,H4NOOC,*C(=O)ON,*C(=O)ON,541,1,,
963,COOC8H17,*C(=O)OCCCCCCCC,*C(=O)OCCCCCCCC,755,1,,
964,BuO2C,*C(=O)OCCCC,*C(=O)OCCCC,478,1,,
965,BnO2C,*C(=O)OCC1=CC=CC=C1,*C(=O)OCC1=CC=CC=C1,482,1,,
966,CO2CH2CN,*C(=O)OCC#N,*C(=O)OCC#N,737,1,,
967,COOCH(CH3)2,*C(=O)OC(C)C,*C(=O)OC(C)C,648,1,,
968,CO2iPr,*C(=O)OC(C)C,*C(=O)OC(C)C,713,1,,
969,COOi-Pr,*C(=O)OC(C)C,*C(=O)OC(C)C,728,1,,
970,CONHCH2CF3,*C(=O)NCC(F)(F)F,*C(=O)NCC(F)(F)F,447,1,,
971,CONEt2,*C(=O)N(CC)CC,*C(=O)N(CC)CC,786,1,,
972,COF,*C(=O)F,*C(=O)F,468,1,,
973,COCH2OCH3,*C(=O)COC,*C(=O)COC,572,1,,
974,COCl,*C(=O)Cl,*C(=O)Cl,471,1,,
975,CO(CH2)6CH3,*C(=O)CCCCCCC,*C(=O)CCCCCCC,580,1,,
976,COBu,*C(=O)CCCC,*C(=O)CCCC,472,1,,
977,COEt,*C(=O)CC,*C(=O)CC,469,1,,
978,COCO,*C(=O)C=O,*C(=O)C=O,470,1,,
979,COCF3,*C(=O)C(F)(F)F,*C(=O)C(F)(F)F,459,1,,
980,COCH,*C(=O)C(*)*,*C(=O)C(*)*,600,1,,
981,COCH3,*C(C)=O,*C(=O)C,773,1,,
982,COBr,*C(=O)Br,*C(=O)Br,473,1,,
983,CO2,*C(=O)[O-],*C(=O)[O-],740,1,,
984,C(O),*C(*)=O,*C(=O)*,618,1,,
985,COT,*C([3H])=O,*C([3H])=O,456,1,,
986,CH2(CH2)6CH2,*C(*)CCCCCCC,*C(*)CCCCCCC,605,1,,
987,C8H17OCOCH,*C(*)C(=O)OCCCCCCCC,*C(*)C(=O)OCCCCCCCC,653,1,,
988,CHCH,*C(*)C(*)*,*C(*)C(*)*,694,1,,
989,ClCH2CH2C,*C(*)(*)CCCl,*C(*)(*)CCCl,406,1,,
990,(HO2)B,*O(B)O,*B(O)O,750,1,,
991,TeF5,*[Te](F)(F)(F)(F)F,*[Te](F)(F)(F)(F)F,445,1,,
992,Me3Sn,*[Sn]C(C)C,*[Sn]C(C)C,657,1,,
993,Bu3Sn,*[Sn](CCCC)(CCCC)CCCC,*[Sn](CCCC)(CCCC)CCCC,481,1,,
994,Sn(CH3)3,*[Sn](C)(C)C,*[Sn](C)(C)C,449,1,,
995,Si(NMe2)3,*[Si](N(C)C)(N(C)C)N(C)C,*[Si](N(C)C)(N(C)C)N(C)C,634,1,,
996,H2NC2H4NHC3H6Si(OCH3)2,*[Si](CCCNCCN)(OC)OC,*[Si](CCCNCCN)(OC)OC,577,1,,
997,Si(OEt)2,*[Si](*)(OCC)OCC,*[Si](*)(OCC)OCC,654,1,,
998,SiMe2,*[Si](*)(C)C,*[Si](*)(C)C,711,1,,
999,SO2NH(CH2)2NH,*[SH](*)OCNCNO,*[SH](*)OCNCNO,659,1,,
1000,SeF2CF3,*[Se](F)(F)C(F)(F)F,*[Se](F)(F)C(F)(F)F,593,1,,
1001,P(O)Ph2,*P(=O)(C1=CC=CC=C1)C1=CC=CC=C1,*[P](=O)(C1=CC=CC=C1)C2=CC=CC=C2,622,1,,
1002,O+Na-,*[O+]=[Na-],*[O+]=[Na-],671,1,,
1003,N+O-,*[NH2+][O-],*[NH2+][O-],588,1,,
1004,MgCl,*[Mg]Cl,*[Mg]Cl,587,1,,
1005,K+-S,*[K-2]=S,*[K-2]=S,591,1,,
1006,ICH2,*[IH]C,*[IH]C,695,1,,
1007,CsO,*[Cs]O,*[Cs]O,644,1,,
1008,(CH)2P2O(OEt)2,*/C=C/P(=O)(OCC)POCC,*/C=C/P(=O)(OCC)POCC,767,1,,
1009,C8H17OCOCH2,**C(=O)OCCCCCCCC,**C(=O)OCCCCCCCC,626,1,,
1010,CON,**(*)C(*)=O,**(*)C(*)=O,704,1,,
1011,C3H2,**#CC,**#CC,693,1,,
1012,H3CC,*CC,,643,1,,
1013,(Mx+)n,*[C@@H](**N(*)*1=*C(=O)NC(N)=N1)NP(*)[*-],,739,1,,
1014,(C4H8O),**CCCC*,,768,1,,
1015,C2H4O,**CC*,,664,1,,
1016,NHC18H37,*CCCC*,,403,1,,
1017,RO2C,*C(=O)OC,,420,1,,
1018,(CH2)9S(CH2)3CF2CF3,F*C(F)(F)F,,435,1,,
1019,NH3Cl,*NCl,,441,1,,
1020,SSC16H33,*CCC*,,443,1,,
1021,O(CH2)2O(CH2)17CH3,*CCCCCCC,,455,1,,
1022,AmS,*SCCCCC,,484,1,,
1023,AmO2C,*C(=O)OCCCCC,,485,1,,
1024,AmO,*OCCCCC,,486,1,,
1025,AmNH,*NCCCCC,,487,1,,
1026,Et3N,*N(CC)(CC)CC,,489,1,,
1027,C6H,*CCCCCC,,505,1,,
1028,C8H,*CCCCCCCC,,506,1,,
1029,POOEt2,*P(=O)(OCC)OCC,*P(=O)(OCC)OCC,509,1,,
1030,POEt3,*P(OCC)(OCC)OCC,*P(OCC)(OCC)OCC,510,1,,
1031,POEt2,*P(OCC)OCC,*P(OCC)OCC,511,1,,
1032,NHAm,*NCCCCC,,514,1,,
1033,ZNH,*NC(=O)OCC1=CC=CC=C1,,515,1,,
1034,CH2CH2CH2CH2CH,*CCCCC,,521,1,,
1035,CONH(CH2)2NHCOCH(CH2)3N-t-BOC,[*-]C(=O)**(C)(C)C,,522,1,,
1036,(CH2)16Me,*CC,*CCCCCCCCCCCCCCCC,530,1,,
1037,H2CO,*OC,,536,1,,
1038,O2,*S(*)(=O)=O,,540,1,,
1039,Ar1,*[Ar],,553,1,,
1040,C18H37HNOC,*CCCCCC*,,561,1,,
1041,ClHH2N,*ClN,,578,1,,
1042,CO2C6F5,*C(=O)OC#CC#CC#C(F)(F)(F)(F)F,,594,1,,
1043,HO,*OC,,611,1,,
1044,(H),*[H],,616,1,,
1045,I2,*I(*)(*)(*)I,,624,1,,
1046,2,*1C2=CC=CC=C2C2=N1C=CC=C2,,631,1,,
1047,NH,*NS(C)(=O)=O,,637,1,,
1048,H3COC,*CC=O,,638,1,,
1049,(CF2)6H,*C(F)F,,640,1,,
1050,Val,**[C@H](C(*)=O)C(C)C,,645,1,,
1051,CH2OH2,*CO*,,655,1,,
1052,CoA,[O-]*[O-],,661,1,,
1053,NY,*N(*)[Y],,666,1,,
1054,POCH2N[CH2PO(ONa)2]2,[Na]**O[Na],,672,1,,
1055,2-900,*CC(*)(C)[Y],,683,1,,
1056,B1,*B,,689,1,,
1057,F1,*F,,702,1,,
1058,F2,*FF,,703,1,,
1059,C2F6,*C#C(F)(F)(F)(F)(F)F,,707,1,,
1060,(CH2)9SO(CH2)3CF2CF2,F*(F)C(F)F,,708,1,,
1061,C7F15,F*(F)(F)(F)(F)(F)F,,730,1,,
1062,FH3C,*FC,,734,1,,
1063,(CF2)5CF3,*C(F)(F)F,,742,1,,
1064,(Y),*[Y]*,,753,1,,
1065,1-a,*C[C@@H]1C(CO)O[C@@H](*)C(NC(C)=O)[C@H]1O,,759,1,,
1066,(CH2)15CH3,*C,,760,1,,
1067,3-n1,*CCC[3H],,765,1,,
1068,3-n2,*CCC[3H],,766,1,,
1069,OCF3O,*OC(F)(F)F=O,,780,1,,
1070,F2C,*C(F)F,*C(*)(F)(F),787,,,
1071,N,,,246,,,
1072,S,,,539,,,
